pmid,title,journal,year,article_type,is_case_report,country,decision,reason_code,ae_topic,bucket,reviewer
35285503,"Safety and Efficacy of Bis-Glyceryl Ascorbate as Prophylaxis for Hand-Foot Skin Reaction: A Single-Arm, Open-Label Phase I/II Study (DGA Study).",The oncologist,2022,clinical trial,False,Japan,include,,topical bis-glyceryl ascorbate cream safety,no_problem,R-A + R-B (adjudicated)
35288148,Improving the tolerability and safety of 1-L polyethylene glycol plus low-dose ascorbic acid for bowel preparation in a healthy population: a randomized multicenter clinical trial.,Gastrointestinal endoscopy,2022,clinical trial,False,NR,include,,PEG-ascorbate bowel prep tolerability/safety,no_problem,R-A + R-B (adjudicated)
35298965,Application of exogenous glutathione decreases chromium translocation and alleviates its toxicity in soybean (Glycine max L.).,Ecotoxicology and environmental safety,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35304487,DNA-based platform for efficient and precisely targeted bioorthogonal catalysis in living systems.,Nature communications,2022,other,False,NR,exclude,R3_reagent,,,R-A
35325159,Mitigation of benznidazole toxicity and oxidative stress following ascorbic acid supplementation in an adult traveller with chronic indeterminate Chagas' disease.,The Journal of antimicrobial chemotherapy,2022,case report,True,NR,exclude,R5_not_subject,,,R-A
35330086,High Dose Intravenous Vitamin C as Adjunctive Therapy for COVID-19 Patients with Cancer: Two Cases.,"Life (Basel, Switzerland)",2022,case series,True,NR,include,,high-dose IV vit C tolerability (COVID/cancer),no_problem,R-A + R-B (adjudicated)
35336754,S-15176 Difumarate Salt Can Impair Mitochondrial Function through Inhibition of the Respiratory Complex III and Permeabilization of the Inner Mitochondrial Membrane.,Biology,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35344072,Neonicotinoids: mechanisms of systemic toxicity based on oxidative stress-mitochondrial damage.,Archives of toxicology,2022,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
35344114,Influence of arsenate imposition on modulation of antioxidative defense network and its implication on thiol metabolism in some contrasting rice (Oryza sativa L.) cultivars.,"Biometals : an international journal on the role of metal ions in biology, biochemistry, and medicine",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35359206,"The effectiveness of vitamin C on quinalphos ileal toxicity: a study of histological, ultrastructural, and oxidative stress markers.",Environmental science and pollution research international,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35365361,ESPEN micronutrient guideline.,"Clinical nutrition (Edinburgh, Scotland)",2022,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
35367286,Jasmonic acid alleviates cadmium toxicity through regulating the antioxidant response and enhancing the chelation of cadmium in rice (Oryza sativa L.).,"Environmental pollution (Barking, Essex : 1987)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35367883,"He-Ne laser irradiation ameliorates cadmium toxicity in wheat by modulating cadmium accumulation, nutrient uptake and antioxidant defense system.",Ecotoxicology and environmental safety,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35368012,Clinical effect of vitamin C supplementation on bone healing: A systematic review.,"Medicina oral, patologia oral y cirugia bucal",2022,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
35368869,Combination of Ascorbic Acid and Menadione Induces Cytotoxic Autophagy in Human Glioblastoma Cells.,Oxidative medicine and cellular longevity,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35380727,Scurvy in Children: The Silent Masquerader.,Journal of tropical pediatrics,2022,case report,True,NR,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
35383966,"Serum micronutrient levels in critically ill patients receiving continuous renal replacement therapy: A prospective, observational study.",JPEN. Journal of parenteral and enteral nutrition,2022,cohort/observational,False,NR,exclude,R2_no_ae,,,R-A
35385495,Health effects of European colonization: An investigation of skeletal remains from 19th to early 20th century migrant settlers in South Australia.,PloS one,2022,other,False,Australia,exclude,R2_no_ae,,,R-A
35386681,,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35405200,Application of zinc oxide nanoparticles as fertilizer boosts growth in rice plant and alleviates chromium stress by regulating genes involved in oxidative stress.,Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35408651,Lithium Ascorbate as a Promising Neuroprotector: Fundamental and Experimental Studies of an Organic Lithium Salt.,"Molecules (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35415653,"Fermented bamboo shoots: A complete nutritional, anti-nutritional and antioxidant profile of the sustainable and functional food to food security.",Food chemistry. Molecular sciences,2021,other,False,NR,exclude,R6_food_materials,,,R-A
35420345,Biochemical profiling of lead-intoxicated impaired lipid metabolism and its amelioration using plant-based bioactive compound.,Environmental science and pollution research international,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35433275,,Toxicology reports,2022,other,False,NR,exclude,R2_no_ae,,,R-A
35448812,Differential Impact of Nitric Oxide and Abscisic Acid on the Cellular and Physiological Functioning of ,"Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35451393,Chaga mushroom-induced oxalate nephropathy that clinically manifested as nephrotic syndrome: A case report.,Medicine,2022,case report,True,South Korea,exclude,R5_not_subject,,,R-A
35453025,Exogenous melatonin mitigates cadmium toxicity through ascorbic acid and glutathione pathway in wheat.,Ecotoxicology and environmental safety,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35464947,Amelioration of Chromium-Induced Oxidative Stress by Combined Treatment of Selected Plant-Growth-Promoting Rhizobacteria and Earthworms ,Frontiers in microbiology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35470470,Heavy metal induced regulation of plant biology: Recent insights.,Physiologia plantarum,2022,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
35478211,Oxidative stress-mediated up-regulation of ABC transporters in lung cancer cells.,Journal of biochemical and molecular toxicology,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35487661,Overexpression of cowpea NAC transcription factors promoted growth and stress tolerance by boosting photosynthetic activity in Arabidopsis.,Plant science : an international journal of experimental plant biology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35487667,Improvement of the physiological response of barley plants to both Zinc deficiency and toxicity by the application of calcium silicate.,Plant science : an international journal of experimental plant biology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35487928,Organocatalytic activity of granaticin and its involvement in bactericidal function.,Scientific reports,2022,other,False,NR,exclude,R3_reagent,,,R-A
35490357,A retrospective observational study on cases of anaplastic brain tumors treated with the Di Bella Method: A rationale and effectiveness.,Neuro endocrinology letters,2021,cohort/observational,False,Italy,exclude,R5_not_subject,,,R-A
35525024,Pharmacological ascorbate improves the response to platinum-based chemotherapy in advanced stage non-small cell lung cancer.,Redox biology,2022,clinical trial,False,USA,include,,treatment-related AEs (IV ascorbate + chemo),no_problem,R-A + R-B (adjudicated)
35525466,"Amelioration of Cd-induced bioaccumulation, hematological parameters, and heat shock protein-related genes by Vitamin C on common carp.",Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35525515,Iron oxide nanoparticles and selenium supplementation improve growth and photosynthesis by modulating antioxidant system and gene expression of chlorophyll synthase (CHLG) and protochlorophyllide oxidoreductase (POR) in arsenic-stressed Cucumis melo.,"Environmental pollution (Barking, Essex : 1987)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35525994,Pharmacological agents for the prevention of colistin-induced nephrotoxicity.,European journal of medical research,2022,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
35531172,Green synthesis of zinc oxide nanoparticles using ,Saudi journal of biological sciences,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35533127,[Scurvy in adolescence: case report].,Archivos argentinos de pediatria,2022,case report,True,NR,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
35538337,WRKY74 regulates cadmium tolerance through glutathione-dependent pathway in wheat.,Environmental science and pollution research international,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35570520,,Anti-cancer agents in medicinal chemistry,2022,other,False,NR,exclude,R5_not_subject,,,R-A
35575388,Scurvy.,QJM : monthly journal of the Association of Physicians,2022,other,False,NR,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
35576036,Elevated ozone phytotoxicity ameliorations in mung bean {Vigna radiata (L.) Wilczek} by foliar nebulization of silicic acid and ascorbic acid.,Environmental science and pollution research international,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35581217,Physiological mechanisms of ABA-induced salinity tolerance in leaves and roots of rice.,Scientific reports,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35587574,Effect of ArtemiC in patients with COVID-19: A Phase II prospective study.,Journal of cellular and molecular medicine,2022,clinical trial,False,NR,exclude,R5_not_subject,,,R-A
35596692,"The effects of fullerene on photosynthetic apparatus, chloroplast-encoded gene expression, and nitrogen assimilation in Zea mays under cobalt stress.",Physiologia plantarum,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35602039,Heavy Metal-Resistant Plant Growth-Promoting ,Frontiers in microbiology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35606035,Spontaneous haematomas and haematochezia due to vitamin C deficiency in a haemodialysis patient.,BMJ case reports,2022,case report,True,NR,exclude,R2_no_ae,"scurvy (vit C deficiency, haemodialysis)",,R-A + R-B (adjudicated)
35609844,Hydrogen sulfide manages hexavalent chromium toxicity in wheat and rice seedlings: The role of sulfur assimilation and ascorbate-glutathione cycle.,"Environmental pollution (Barking, Essex : 1987)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35614002,Safety of a novel 1L-polyethylene glycol-ascorbate solution for colonoscopy cleansing (REAL Study).,Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2022,cohort/observational,False,Italy,include,,PEG-ascorbate bowel prep AE incidence,no_problem,R-A + R-B (adjudicated)
35618939,"Hydrogen peroxide priming alleviates salinity induced toxic effect in maize by improving antioxidant defense system, ionic homeostasis, photosynthetic efficiency and hormonal crosstalk.",Molecular biology reports,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35624727,Cisplatin-Induced Reproductive Toxicity and Oxidative Stress: Ameliorative Effect of Kinetin.,"Antioxidants (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35624835,Auranofin and Pharmacologic Ascorbate as Radiomodulators in the Treatment of Pancreatic Cancer.,"Antioxidants (Basel, Switzerland)",2022,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
35643076,Effect of Ascorbic Acid on Cardiac Surgery-Associated Acute Kidney Injury Incidence.,The Thoracic and cardiovascular surgeon,2022,clinical trial,False,NR,include,,cardiac surgery-associated AKI (AA assessed),no_problem,R-A + R-B (adjudicated)
35651777,"Ethylene Suppresses Abscisic Acid, Modulates Antioxidant System to Counteract Arsenic-Inhibited Photosynthetic Performance in the Presence of Selenium in Mustard.",Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35659716,Histochemical and histomorphological evidence of the modulating role of 1-isothiocyanate-4-methyl sulfonyl butane on cisplatin-induced testicular-pituitary axis degeneration and cholesterol homeostasis in male Sprague-Dawley rats.,Morphologie : bulletin de l'Association des anatomistes,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
35672641,"Assessing the effects of nickel on, e.g., Medicago sativa L. nodules using multidisciplinary approach.",Environmental science and pollution research international,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35679914,The concerted elevation of conjugation reactions is associated with the aggravation of acetaminophen toxicity in Akr1a-knockout mice with an ascorbate insufficiency.,Life sciences,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35684094,Efficacy and Safety of Nutrient Supplements for Glycaemic Control and Insulin Resistance in Type 2 Diabetes: An Umbrella Review and Hierarchical Evidence Synthesis.,Nutrients,2022,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
35684429,Personalized Medicine in Mitochondrial Health and Disease: Molecular Basis of Therapeutic Approaches Based on Nutritional Supplements and Their Analogs.,"Molecules (Basel, Switzerland)",2022,review/meta-analysis,False,NR,exclude,R5_not_subject,,,R-A
35688199,Phytoremediation of contaminated industrial wastewater by duckweed (Lemna minor L.): Growth and physiological response under acetic acid application.,Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35689818,"Efficacy, safety and tolerability of oral sulphate tablet for bowel preparation in patients with inflammatory bowel disease: A multicentre randomized controlled study.",Journal of Crohn's & colitis,2022,clinical trial,False,NR,include,,PEG/ascorbate bowel prep tolerability/AEs,no_problem,R-A + R-B (adjudicated)
35692237,Vitamin C stimulates RNA expression of human gingival fibroblasts proliferation and adhesion in cigarette smokers: An ,The Saudi dental journal,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35693923,A case of a delayed granulomatous reaction on the face following microneedling: A case report.,SAGE open medical case reports,2022,case report,True,NR,include,,granulomatous reaction (topical vit C cosmeceutical),emerging,R-A + R-B (adjudicated)
35713160,Effect of vitamin C on immune reconstitution after bone marrow transplantation.,International journal of clinical pharmacology and therapeutics,2022,clinical trial,False,NR,include,,high-dose vit C tolerability post-HSCT,no_problem,R-A + R-B (adjudicated)
35720555,Physiological Mechanism of Exogenous 5-Aminolevulinic Acid Improved the Tolerance of Chinese Cabbage (,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35721668,The Anti-Cytokine Storm Activity of Quercetin Zinc and Vitamin C Complex.,Advances in virology,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35722974,The potential of Bacillus subtilis and phosphorus in improving the growth of wheat under chromium stress.,Journal of applied microbiology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35725287,Scurvy presenting primarily as gingival manifestation in a young child: a diagnostic dilemma.,BMJ case reports,2022,case report,True,NR,exclude,R2_no_ae,scurvy (vit C deficiency),,R-A + R-B (adjudicated)
35739696,Silicon-mediated metabolic upregulation of ascorbate glutathione (AsA-GSH) and glyoxalase reduces the toxic effects of vanadium in rice.,Journal of hazardous materials,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35739959,Silicon- and Boron-Induced Physio-Biochemical Alteration and Organic Acid Regulation Mitigates Aluminum Phytotoxicity in Date Palm Seedlings.,"Antioxidants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35740030,"Is There an Optimal Combination of AREDS2 Antioxidants Zeaxanthin, Vitamin E and Vitamin C on Light-Induced Toxicity of Vitamin A Aldehyde to the Retina?","Antioxidants (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35744817,"Investigation of the New Inhibitors by Sulfadiazine and Modified Derivatives of α-D-glucopyranoside for White Spot Syndrome Virus Disease of Shrimp by In Silico: Quantum Calculations, Molecular Docking, ADMET and Molecular Dynamics Study.","Molecules (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35744943,Ascorbate as a Bioactive Compound in Cancer Therapy: The Old Classic Strikes Back.,"Molecules (Basel, Switzerland)",2022,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
35745630,High-Dose Vitamin C for Cancer Therapy.,"Pharmaceuticals (Basel, Switzerland)",2022,review/meta-analysis,False,NR,exclude,R4_efficacy,high-dose IV vit C (anticancer review),,R-A + R-B (adjudicated)
35750958,Pharmacokinetic Evaluation of Intravenous Vitamin C: A Classic Pharmacokinetic Study.,Clinical pharmacokinetics,2022,clinical trial,False,United States,include,,IV vitamin C pharmacokinetics/safety (up to 100g safe),no_problem,R-A + R-B (adjudicated)
35752396,"The hormetic dose-risks of polymethyl methacrylate nanoplastics on chlorophyll a fluorescence transient, lipid composition and antioxidant system in Lactuca sativa.","Environmental pollution (Barking, Essex : 1987)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35755363,Sodium Chloride (NaCl)-Induced Physiological Alteration and Oxidative Stress Generation in ,ACS omega,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35763993,Vitamin C-based regimens for sepsis and septic shock: Systematic review and meta-analysis of randomized clinical trials.,Journal of critical care,2022,review/meta-analysis,False,NR,include,,"vitamin C sepsis regimens safety (AEs, AKI)",no_problem,R-A + R-B (adjudicated)
35769490,An evaluation of the effects of ascorbic acid on the endothelium of coronary and aorta arteries in lead-intoxicated rabbits.,SAGE open medicine,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35770910,Ameliorative potential of vitamin C and E against Roundup-glyphosate induced genotoxicity triggering apoptosis in caprine granulosa cells.,Environmental and molecular mutagenesis,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35778433,Ameliorative effects of endogenous and exogenous indole-3-acetic acid on atrazine stressed paddy field cyanobacterial biofertilizer Cylindrospermum stagnale.,Scientific reports,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35783349,The effect of Vitamin C and Zn supplementation on the immune system and clinical outcomes in COVID-19 patients.,Clinical nutrition open science,2022,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
35790862,Cysteine mitigates the effect of NaCl salt toxicity in flax (Linum usitatissimum L) plants by modulating antioxidant systems.,Scientific reports,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35792220,T-2 toxin and its cardiotoxicity: New insights on the molecular mechanisms and therapeutic implications.,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2022,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
35793025,Amelioration of lead toxicity by ascorbic acid in sugarcane (Saccharum officinarum L.) under in vitro condition.,Environmental science and pollution research international,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35793725,In vitro and in vivo evaluation of probiotic potential and safety assessment of Bacillus coagulans SKB LAB-19 (MCC 0554) in humans and animal healthcare.,Regulatory toxicology and pharmacology : RTP,2022,other,False,NR,exclude,R5_not_subject,,,R-A
35803196,Exogenous calcium oxide nanoparticles alleviate cadmium toxicity by reducing Cd uptake and enhancing antioxidative capacity in barley seedlings.,Journal of hazardous materials,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35818760,The role of well-known antioxidant vitamins in the prevention of cadmium-induced toxicity.,International journal of occupational medicine and environmental health,2022,review/meta-analysis,False,NR,exclude,R2_no_ae,,,R-A
35853364,Vitamin C supplementation rescued meiotic arrest of spermatocytes in Balb/c mice exposed to BDE-209.,Ecotoxicology and environmental safety,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35855192,"Open-Label Three Arm Trial Comparing Ormeloxifene, Gamma Linolenic Acid With Methylcobalamine + Vitamin C and Placebo in Mastalgia.",European journal of breast health,2022,clinical trial,False,India,exclude,R5_not_subject,,,R-A
35856119,Scurvy: an often misdiagnosed condition in the modern days?,Folia medica,2022,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, misdiagnosed)",,R-A + R-B (adjudicated)
35871950,"Randomized controlled phase I trial for a novel peripheral parenteral nutrition formula containing dextrose, amino acids, fat emulsion, electrolytes, and FDA2000 recommendation-based vitamins.",Clinical nutrition ESPEN,2022,clinical trial,False,NR,exclude,R5_not_subject,parenteral nutrition formula safety (vitamin C incidental),,R-A + R-B (adjudicated)
35884925,"Kinetin Ameliorates Cisplatin-Induced Hepatotoxicity and Lymphotoxicity via Attenuating Oxidative Damage, Cell Apoptosis and Inflammation in Rats.",Biomedicines,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35888151,Effectual Endeavors of Silk Protein Sericin against Isoproterenol Induced Cardiac Toxicity and Hypertrophy in Wistar Rats.,"Life (Basel, Switzerland)",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35890527,Effects of Iron Oxide Nanoparticles (Fe,"Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35895916,Ascorbic acid ameliorated the sperm quality of rainbow trout (,"Journal of environmental science and health. Part C, Toxicology and carcinogenesis",2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35908696,Effects of WS,The Science of the total environment,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35914618,"Priming with EDTA, IAA and Fe alleviates Pb toxicity in Trigonella Foneum graecum L. growth: Phytochemicals and secondary metabolites.",Journal of biotechnology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35929608,Bioactive synergism between zinc mineral and p-coumaric acid: A multi-mode glycemic control and antioxidative study.,Journal of food biochemistry,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35929990,"A Randomized, Open-Label, Multicenter, Phase 3 Study of High-Dose Vitamin C Plus FOLFOX ± Bevacizumab versus FOLFOX ± Bevacizumab in Unresectable Untreated Metastatic Colorectal Cancer (VITALITY Study).",Clinical cancer research : an official journal of the American Association for Cancer Research,2022,clinical trial,False,NR,include,,high-dose IV vitamin C + FOLFOX safety (reassuring),no_problem,R-A + R-B (adjudicated)
35934652,Scurvy Presenting with Severe Skin Changes.,The Journal of emergency medicine,2022,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, skin)",,R-A + R-B (adjudicated)
35938170,The Anti-Leukemia Effect of Ascorbic Acid: From the Pro-Oxidant Potential to the Epigenetic Role in Acute Myeloid Leukemia.,Frontiers in cell and developmental biology,2022,review/meta-analysis,False,NR,exclude,R1_animal_invitro,,,R-A
35942728,"Rheumatologic manifestations with elevated levels of IL-6, IL-17A, and IL-23 in a patient with scurvy.",Modern rheumatology case reports,2023,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, rheumatologic)",,R-A + R-B (adjudicated)
35947743,Aquoeus Extracts of Daucus Carota (Linn) Protected the Postnatal Developing Cerebellum of Wistar Rats Against Arsenic-Induced Oxidative Stress.,Nigerian journal of physiological sciences : official publication of the Physiological Society of Nigeria,2021,other,False,NR,exclude,R1_animal_invitro,,,R-A
35956496,Alleviation of Cadmium and Nickel Toxicity and Phyto-Stimulation of Tomato Plant L. by Endophytic ,"Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
35964713,Elevated CO,Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35971049,"Individual and combined effects of chromium and ultraviolet-B radiation on defense system, ultrastructural changes, and production of secondary metabolite psoralen in a medicinal plant Psoralea corylifolia L.",Environmental science and pollution research international,2023,other,False,NR,exclude,R6_food_materials,,,R-A
35971511,Hydrogen Sulfide and Silicon Together Alleviate Chromium (VI) Toxicity by Modulating Morpho-Physiological and Key Antioxidant Defense Systems in Chickpea (,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35973630,Alternanthera sessilis: Uncovering the nutritional and medicinal values of an edible weed.,Journal of ethnopharmacology,2022,review/meta-analysis,False,NR,exclude,R6_food_materials,,,R-A
35978474,Bifrontal Epidural Hemorrhage Secondary to Scurvy in a 10-Year-Old Boy.,Clinical pediatrics,2022,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, epidural hemorrhage)",,R-A + R-B (adjudicated)
35979442,Case Report: Uncommon cause of limp in the 21,Frontiers in endocrinology,2022,case report,True,NR,exclude,R2_no_ae,"scurvy (deficiency, limp/arthralgia)",,R-A + R-B (adjudicated)
35980228,Vanillic acid and vitamin C attenuated di-2-ethylhexyl phthalate-induced testicular toxicity in adult male rats.,Reproduction & fertility,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35982701,Synergistic Effect of Zinc Oxide Nanoparticles and ,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35982894,Tubule-mitophagic secretion of SerpinG1 reprograms macrophages to instruct anti-septic acute kidney injury efficacy of high-dose ascorbate mediated by NRF2 transactivation.,International journal of biological sciences,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
35987272,Fe,Chemosphere,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35991387,"Comparative efficiency of silica gel, biochar, and plant growth promoting bacteria on Cr and Pb availability to ",Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
35999774,Triptolide and l-ascorbate palmitate co-loaded micelles for combination therapy of rheumatoid arthritis and side effect attenuation.,Drug delivery,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36001292,Ultrathin g-C,Analytical sciences : the international journal of the Japan Society for Analytical Chemistry,2022,other,False,NR,exclude,R3_reagent,,,R-A
36004636,Comparison of Two Types of 1-L Polyethylene Glycol-ascorbic Acid as Colonoscopic Bowel Preparation: A Prospective Randomized Study.,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,2022,clinical trial,False,South Korea,include,,bowel-prep safety (PEG-Asc),no_problem,R-A + R-B (adjudicated)
36032243,Efficacy of a novel proprietary dietary supplement (TRI 360,Frontiers in psychiatry,2022,clinical trial,False,NR,exclude,R5_not_subject,,,R-A
36045506,trans-Cinnamaldehyde-encapsulated zeolitic imidazolate framework-8 nanoparticle complex solutions to inactivate Escherichia coli O157:H7 on fresh spinach leaves.,Journal of food science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36048567,"Multiwalled Carbon Nanotubes Alter the PSII Photochemistry, Photosystem-Related Gene Expressions, and Chloroplastic Antioxidant System in ",Journal of agricultural and food chemistry,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36051236,Proteomic and physiological analyses to elucidate nitric oxide-mediated adaptive responses of barley under cadmium stress.,Physiology and molecular biology of plants : an international journal of functional plant biology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36051237,"Beneficial role of methyl jasmonate on morphological, physiological and phytochemical responses of ",Physiology and molecular biology of plants : an international journal of functional plant biology,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36061765,Individual and combinatorial effects of SNP and NaHS on morpho-physio-biochemical attributes and phytoextraction of chromium through Cr-stressed spinach (,Frontiers in plant science,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36063241,"Spatio-temporal changes in oxidative stress physiology parameters in apple snail Pila globosa as a function of soil Mg, Ca, organic carbon and aquatic physico-chemical factors.",Environmental geochemistry and health,2023,other,False,NR,exclude,R1_animal_invitro,,,R-A
36072595,Pharmacological ascorbate as a novel therapeutic strategy to enhance cancer immunotherapy.,Frontiers in immunology,2022,review/meta-analysis,False,NR,exclude,R4_efficacy,,,R-A
36074195,Ecological risk of imidacloprid on the Brazilian non-target freshwater organisms Chironomus sancticaroli and Poecilia reticulata.,Environmental monitoring and assessment,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36076881,Optimization of Sonication Parameters to Produce a Cashew Apple Bagasse Puree Rich in Superoxide Dismutase.,"Foods (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36077126,Exogenously Applied Sodium Nitroprusside Mitigates Lead Toxicity in Rice by Regulating Antioxidants and Metal Stress-Related Transcripts.,International journal of molecular sciences,2022,other,False,NR,exclude,R6_food_materials,,,R-A
36079642,Alleviation of Herbicide Toxicity in ,"Plants (Basel, Switzerland)",2022,other,False,NR,exclude,R6_food_materials,,,R-A
36103973,"Effect of daidzein on growth, development and biochemical physiology of insect pest, Spodoptera litura (Fabricius).",Comparative biochemistry and physiology. Toxicology & pharmacology : CBP,2022,other,False,NR,exclude,R1_animal_invitro,,,R-A
36107563,"Evaluation of the efficacy of 1 L polyethylene glycol plus ascorbic acid and an oral sodium sulfate solution: A multi-center, prospective randomized controlled trial.",Medicine,2022,clinical trial,False,NR,include,,bowel-prep safety (PEG/Asc); thirst/dizziness,no_problem,R-A + R-B (adjudicated)
36113016,Bowel Preparation Efficacy and Safety of 1 L vs 2 L Polyethylene Glycol With Ascorbic Acid for Colonoscopy: A Randomized Controlled Trial.,Clinical and translational gastroenterology,2023,clinical trial,False,NR,include,,bowel-prep safety (PEG/Asc),no_problem,R-A + R-B (adjudicated)
36113307,"Combined application of asparagine and thiourea improves tolerance to lead stress in wheat by modulating AsA-GSH cycle, lead detoxification and nitrogen metabolism.",Plant physiology and biochemistry : PPB,2022,other,False,NR,exclude,R6_food_materials,,,R-A
